Name,FromDate,ToDate,Position,Height,Weight,Born,College,URL,Shoots,DOB,Deceased
Lamont Strothers,1992,1993,G,6-4,190,"May 10, 1968",Christopher Newport University,http://basketball-reference.com/players/s/strotla01.html, Right,1968-05-10,
John Stroud,1981,1981,F,6-7,215,"October 29, 1957",University of Mississippi,http://basketball-reference.com/players/s/stroujo01.html, Right,1957-10-29,
Red Stroud,1968,1968,G,6-0,160,"May 2, 1941",Mississippi State University,http://basketball-reference.com/players/s/stroure01.html, Right,1941-05-02,2008-03-22
Rodney Stuckey,2008,2015,G,6-5,205,"April 21, 1986",Eastern Washington University,http://basketball-reference.com/players/s/stuckro01.html, Right,1986-04-21,
Gene Stump,1948,1950,F-G,6-2,185,"November 13, 1923",DePaul University,http://basketball-reference.com/players/s/stumpge01.html, Right,1923-11-13,
Stan Stutz,1947,1949,G-F,5-10,170,"April 14, 1920",University of Rhode Island,http://basketball-reference.com/players/s/stutzst01.html, Right,1920-04-14,1975-10-28
Gary Suiter,1971,1971,C-F,6-9,225,"January 18, 1945",Midwestern State University,http://basketball-reference.com/players/s/suitega01.html, Right,1945-01-18,1982-10-23
Jared Sullinger,2013,2015,F,6-9,280,"March 4, 1992",Ohio State University,http://basketball-reference.com/players/s/sullija01.html, Right,1992-03-04,
DaJuan Summers,2010,2013,F,6-8,240,"January 24, 1988",Georgetown University,http://basketball-reference.com/players/s/summeda01.html, Right,1988-01-24,
Barry Sumpter,1989,1989,F-C,6-11,215,"November 11, 1965",Austin Peay State University,http://basketball-reference.com/players/s/sumptba01.html, Right,1965-11-11,
Don Sunderlage,1954,1955,G,6-1,180,"December 20, 1929",University of Illinois at Urbana-Champaign,http://basketball-reference.com/players/s/sundedo01.html, Right,1929-12-20,1961-07-15
Bruno Sundov,1999,2005,C,7-2,220,"February 10, 1980", ,http://basketball-reference.com/players/s/sundobr01.html, Right,1980-02-10,
Jon Sundvold,1984,1992,G,6-2,170,"July 2, 1961",University of Missouri,http://basketball-reference.com/players/s/sundvjo01.html, Right,1961-07-02,
Bob Sura,1996,2005,G,6-5,200,"March 25, 1973",Florida State University,http://basketball-reference.com/players/s/surabo01.html, Right,1973-03-25,
Dick Surhoff,1953,1954,F,6-4,210,"November 16, 1929",Long Island University,http://basketball-reference.com/players/s/surhodi01.html, Right,1929-11-16,1987-05-01
George Sutor,1968,1970,C,6-8,235,"September 14, 1943",La Salle University,http://basketball-reference.com/players/s/sutorge01.html, Right,1943-09-14,2011-08-29
Dane Suttle,1984,1985,G,6-3,190,"August 9, 1961",Pepperdine University,http://basketball-reference.com/players/s/suttlda01.html, Right,1961-08-09,
Greg Sutton,1992,1996,G,6-2,170,"December 3, 1967",Oral Roberts University,http://basketball-reference.com/players/s/suttogr01.html, Right,1967-12-03,
Keith Swagerty,1969,1970,F,6-7,235,"October 30, 1945",University of the Pacific,http://basketball-reference.com/players/s/swageke01.html, Right,1945-10-30,
Bennie Swain,1959,1959,F,6-8,220,"December 16, 1933",Texas Southern University,http://basketball-reference.com/players/s/swainbe01.html, Right,1933-12-16,2008-06-19
Norm Swanson,1954,1954,F,6-6,210,"October 4, 1930",University of Detroit Mercy,http://basketball-reference.com/players/s/swansno01.html, Right,1930-10-04,
Dan Swartz,1963,1963,F,6-4,215,"December 23, 1934",Morehead State University,http://basketball-reference.com/players/s/swartda01.html, Right,1934-12-23,1997-04-03
Mike Sweetney,2004,2007,F,6-8,275,"October 25, 1982",Georgetown University,http://basketball-reference.com/players/s/sweetmi01.html, Right,1982-10-25,
Robert Swift,2005,2009,C,7-0,245,"December 3, 1985", ,http://basketball-reference.com/players/s/swiftro01.html, Right,1985-12-03,
Skeeter Swift,1970,1974,G,6-3,204,"June 19, 1946",East Tennessee State University,http://basketball-reference.com/players/s/swiftsk01.html, Right,1946-06-19,
Stromile Swift,2001,2009,F,6-9,225,"November 21, 1979",Louisiana State University,http://basketball-reference.com/players/s/swiftst01.html, Right,1979-11-21,
Aaron Swinson,1995,1995,F,6-5,230,"January 9, 1971",Auburn University,http://basketball-reference.com/players/s/swinsaa01.html, Right,1971-01-09,
Pape Sy,2011,2011,F,6-7,225,"April 5, 1988", ,http://basketball-reference.com/players/s/sypa01.html, Right,1988-04-05,
Buck Sydnor,1947,1947,G,5-10,175,"September 19, 1921",Western Kentucky University,http://basketball-reference.com/players/s/sydnobu01.html, Right,1921-09-19,2003-09-17
Larry Sykes,1996,1996,F,6-9,255,"April 11, 1973",Xavier University,http://basketball-reference.com/players/s/sykesla01.html, Right,1973-04-11,
Brett Szabo,1997,1997,C,6-11,230,"February 1, 1968",Augustana College (SD),http://basketball-reference.com/players/s/szabobr01.html, Right,1968-02-01,
Wally Szczerbiak,2000,2009,F,6-7,244,"March 5, 1977",Miami University,http://basketball-reference.com/players/s/szczewa02.html, Right,1977-03-05,
Walt Szczerbiak,1972,1972,F,6-6,210,"August 21, 1949",George Washington University,http://basketball-reference.com/players/s/szczewa01.html, Right,1949-08-21,
Zan Tabak,1995,2001,C,7-0,245,"June 15, 1970", ,http://basketball-reference.com/players/t/tabakza01.html, Right,1970-06-15,
Yuta Tabuse,2005,2005,G,5-9,165,"October 5, 1980",Brigham Young University Hawaii,http://basketball-reference.com/players/t/tabusyu01.html, Right,1980-10-05,
Chris Taft,2006,2006,F,6-10,260,"March 10, 1985",University of Pittsburgh,http://basketball-reference.com/players/t/taftch01.html, Right,1985-03-10,
Sid Tanenbaum,1948,1949,G,6-0,160,"October 8, 1925",New York University,http://basketball-reference.com/players/t/tanensi01.html, Right,1925-10-08,1986-09-04
Dragan Tarlac,2001,2001,C,6-10,260,"May 9, 1973", ,http://basketball-reference.com/players/t/tarladr01.html, Right,1973-05-09,
Roy Tarpley,1987,1995,C-F,6-11,230,"November 28, 1964",University of Michigan,http://basketball-reference.com/players/t/tarplro01.html, Right,1964-11-28,2015-01-09
Levern Tart,1968,1971,G-F,6-2,195,"June 1, 1942",Bradley University,http://basketball-reference.com/players/t/tartle01.html, Right,1942-06-01,2010-06-22
Earl Tatum,1977,1980,G-F,6-5,185,"July 26, 1953",Marquette University,http://basketball-reference.com/players/t/tatumea01.html, Right,1953-07-26,
Anthony Taylor,1989,1989,G,6-4,175,"November 30, 1965",University of Oregon,http://basketball-reference.com/players/t/tayloan01.html, Right,1965-11-30,
Brian Taylor,1973,1982,G,6-2,185,"June 9, 1951",Princeton University,http://basketball-reference.com/players/t/taylobr01.html, Right,1951-06-09,
Donell Taylor,2006,2007,G,6-6,180,"July 26, 1982",University of Alabama at Birmingham,http://basketball-reference.com/players/t/taylodo01.html, Right,1982-07-26,
Fatty Taylor,1970,1977,G,6-0,175,"March 13, 1946",La Salle University,http://basketball-reference.com/players/t/taylofa01.html, Right,1946-03-13,
Fred Taylor,1971,1972,G-F,6-5,180,"February 5, 1948",University of Texas-Pan American,http://basketball-reference.com/players/t/taylofr01.html, Right,1948-02-05,
Jay Taylor,1990,1990,G,6-3,190,"October 3, 1967",Eastern Illinois University,http://basketball-reference.com/players/t/tayloja01.html, Right,1967-10-03,
Jeff Taylor,1983,1987,G,6-4,175,"January 1, 1960",Texas Tech University,http://basketball-reference.com/players/t/tayloje01.html, Right,1960-01-01,
Jeffery Taylor,2013,2015,F,6-7,225,"May 23, 1989",Vanderbilt University,http://basketball-reference.com/players/t/tayloje03.html, Right,1989-05-23,
Jermaine Taylor,2010,2011,G,6-4,210,"December 8, 1986",University of Central Florida,http://basketball-reference.com/players/t/tayloje02.html, Right,1986-12-08,
Johnny Taylor,1998,2000,F,6-9,220,"June 4, 1974",University of Tennessee at Chattanooga,http://basketball-reference.com/players/t/taylojo01.html, Right,1974-06-04,
Leonard Taylor,1990,1990,F,6-8,220,"May 2, 1966",University of California,http://basketball-reference.com/players/t/taylole01.html, Right,1966-05-02,
Maurice Taylor,1998,2007,F,6-9,260,"October 30, 1976",University of Michigan,http://basketball-reference.com/players/t/tayloma01.html, Right,1976-10-30,
Mike Taylor,2009,2009,G,6-2,165,"January 21, 1986",Iowa State University,http://basketball-reference.com/players/t/taylomi01.html, Right,1986-01-21,
Oliver Taylor,1971,1974,G-F,6-2,194,"March 7, 1947",University of Houston,http://basketball-reference.com/players/t/taylool01.html, Right,1947-03-07,
Ronald Taylor,1970,1972,C,7-1,265,"November 21, 1947",University of Southern California,http://basketball-reference.com/players/t/tayloro01.html, Right,1947-11-21,
Tyshawn Taylor,2013,2014,G,6-3,185,"April 12, 1990",University of Kansas,http://basketball-reference.com/players/t/tayloty01.html, Right,1990-04-12,
Vince Taylor,1983,1983,G-F,6-5,180,"September 11, 1960",Duke University,http://basketball-reference.com/players/t/taylovi01.html, Right,1960-09-11,
Terry Teagle,1983,1993,F-G,6-5,195,"April 10, 1960",Baylor University,http://basketball-reference.com/players/t/teaglte01.html, Right,1960-04-10,
Jeff Teague,2010,2015,G,6-2,180,"June 10, 1988",Wake Forest University,http://basketball-reference.com/players/t/teaguje01.html, Right,1988-06-10,
Marquis Teague,2013,2014,G,6-2,189,"February 28, 1993",University of Kentucky,http://basketball-reference.com/players/t/teaguma01.html, Right,1993-02-28,
Mirza Teletovic,2013,2015,F,6-8,235,"September 18, 1985", ,http://basketball-reference.com/players/t/teletmi01.html, Right,1985-09-18,
Sebastian Telfair,2005,2015,G,6-0,165,"June 9, 1985", ,http://basketball-reference.com/players/t/telfase01.html, Right,1985-06-09,
Collis Temple,1975,1975,F,6-8,220,"November 8, 1952",Louisiana State University,http://basketball-reference.com/players/t/templco01.html, Right,1952-11-08,
Garrett Temple,2010,2015,G,6-6,190,"May 8, 1986",Louisiana State University,http://basketball-reference.com/players/t/templga01.html, Right,1986-05-08,
Ira Terrell,1977,1979,F-C,6-8,200,"June 19, 1954",Southern Methodist University,http://basketball-reference.com/players/t/terreir01.html, Right,1954-06-19,
Carlos Terry,1981,1983,G-F,6-5,210,"June 22, 1956",Winston-Salem State University,http://basketball-reference.com/players/t/terryca01.html, Right,1956-06-22,1989-03-12
Chuck Terry,1973,1977,F,6-6,215,"September 27, 1950","California State University, Long Beach",http://basketball-reference.com/players/t/terrych01.html, Right,1950-09-27,
Claude Terry,1973,1978,G-F,6-4,195,"January 12, 1950",Stanford University,http://basketball-reference.com/players/t/terrycl01.html, Right,1950-01-12,
Jason Terry,2000,2015,G,6-2,176,"September 15, 1977",University of Arizona,http://basketball-reference.com/players/t/terryja01.html, Right,1977-09-15,
Hasheem Thabeet,2010,2014,C,7-3,263,"February 16, 1987",University of Connecticut,http://basketball-reference.com/players/t/thabeha01.html, Right,1987-02-16,
Tom Thacker,1964,1971,G-F,6-2,170,"November 2, 1939",University of Cincinnati,http://basketball-reference.com/players/t/thackto01.html, Right,1939-11-02,
Floyd Theard,1970,1970,G,6-1,170,"September 5, 1944",Kentucky State University,http://basketball-reference.com/players/t/thearfl01.html, Right,1944-09-05,1985-04-12
Reggie Theus,1979,1991,G,6-7,190,"October 13, 1957","University of Nevada, Las Vegas",http://basketball-reference.com/players/t/theusre01.html, Right,1957-10-13,
Peter Thibeaux,1985,1986,F,6-7,210,"October 3, 1961",Saint Mary's College of California,http://basketball-reference.com/players/t/thibepe01.html, Right,1961-10-03,
Bill Thieben,1957,1958,F-C,6-7,215,"March 28, 1935",Hofstra University,http://basketball-reference.com/players/t/thiebbi01.html, Right,1935-03-28,
Justus Thigpen,1970,1974,G,6-1,160,"August 13, 1947",Weber State University,http://basketball-reference.com/players/t/thigpju01.html, Right,1947-08-13,
David Thirdkill,1983,1987,F-G,6-7,195,"April 12, 1960",Bradley University,http://basketball-reference.com/players/t/thirdda01.html, Right,1960-04-12,
Adonis Thomas,2014,2014,F,6-7,200,"March 25, 1993",University of Memphis,http://basketball-reference.com/players/t/thomaad01.html, Right,1993-03-25,
Billy Thomas,2005,2008,G,6-4,208,"December 23, 1975",University of Kansas,http://basketball-reference.com/players/t/thomabi01.html, Right,1975-12-23,
Carl Thomas,1992,1998,G,6-4,175,"October 3, 1969",Eastern Michigan University,http://basketball-reference.com/players/t/thomaca01.html, Right,1969-10-03,
Charles Thomas,1992,1992,G,6-3,175,"October 3, 1969",Eastern Michigan University,http://basketball-reference.com/players/t/thomach01.html, Right,1969-10-03,
Etan Thomas,2002,2011,F,6-9,256,"April 1, 1978",Syracuse University,http://basketball-reference.com/players/t/thomaet01.html, Right,1978-04-01,
Irving Thomas,1991,1991,F,6-8,225,"January 2, 1966",Florida State University,http://basketball-reference.com/players/t/thomair01.html, Right,1966-01-02,
Isaiah Thomas,2012,2015,G,5-9,185,"February 7, 1989",University of Washington,http://basketball-reference.com/players/t/thomais02.html, Left,1989-02-07,
Isiah Thomas*,1982,1994,G,6-1,180,"April 30, 1961",Indiana University,http://basketball-reference.com/players/t/thomais01.html, Right,1961-04-30,
Jamel Thomas,2000,2001,F,6-6,215,"March 25, 1973",Providence College,http://basketball-reference.com/players/t/thomaja01.html, Right,1973-03-25,
James Thomas,2005,2006,F,6-8,235,"November 22, 1980",University of Texas at Austin,http://basketball-reference.com/players/t/thomaja02.html, Right,1980-11-22,
Jim Thomas,1984,1991,G,6-3,190,"October 19, 1960",Indiana University,http://basketball-reference.com/players/t/thomaji01.html, Right,1960-10-19,
Joe Thomas,1971,1971,F,6-6,205,"March 9, 1948",Marquette University,http://basketball-reference.com/players/t/thomajo01.html, Right,1948-03-09,
John Thomas,1998,2006,F,6-9,265,"September 8, 1975",University of Minnesota,http://basketball-reference.com/players/t/thomajo02.html, Right,1975-09-08,
Kenny Thomas,2000,2010,F,6-7,261,"July 25, 1977",University of New Mexico,http://basketball-reference.com/players/t/thomake01.html, Right,1977-07-25,
Kurt Thomas,1996,2013,F,6-9,230,"October 4, 1972",Texas Christian University,http://basketball-reference.com/players/t/thomaku01.html, Right,1972-10-04,
Lance Thomas,2012,2015,F,6-8,225,"April 24, 1988",Duke University,http://basketball-reference.com/players/t/thomala01.html, Right,1988-04-24,
Malcolm Thomas,2012,2015,F,6-9,225,"November 8, 1988",San Diego State University,http://basketball-reference.com/players/t/thomama01.html, Right,1988-11-08,
Ronald Thomas,1973,1976,F,6-6,215,"November 19, 1950",University of Louisville,http://basketball-reference.com/players/t/thomaro01.html, Right,1950-11-19,
Terry Thomas,1976,1976,F,6-8,220,"August 20, 1953",University of Detroit Mercy,http://basketball-reference.com/players/t/thomate01.html, Right,1953-08-20,1998-10-26
Tim Thomas,1998,2010,F,6-10,230,"February 26, 1977",Villanova University,http://basketball-reference.com/players/t/thomati01.html, Right,1977-02-26,
Tyrus Thomas,2007,2015,F,6-9,215,"August 17, 1986",Louisiana State University,http://basketball-reference.com/players/t/thomaty01.html, Right,1986-08-17,
Willis Thomas,1968,1968,G,6-2,185, ,Tennessee State University,http://basketball-reference.com/players/t/thomawi01.html, Left,,
Trey Thompkins,2012,2012,F,6-10,245,"May 20, 1990",University of Georgia,http://basketball-reference.com/players/t/thomptr02.html, Right,1990-05-20,
Bernard Thompson,1985,1989,F-G,6-6,210,"August 30, 1962","California State University, Fresno",http://basketball-reference.com/players/t/thompbe01.html, Right,1962-08-30,
Billy Thompson,1987,1992,F,6-7,195,"December 1, 1963",University of Louisville,http://basketball-reference.com/players/t/thompbi01.html, Right,1963-12-01,
Brooks Thompson,1995,1998,G,6-4,193,"July 19, 1970",Oklahoma State University,http://basketball-reference.com/players/t/thompbr01.html, Left,1970-07-19,
Corny Thompson,1983,1983,F,6-8,225,"February 5, 1960",University of Connecticut,http://basketball-reference.com/players/t/thompco01.html, Right,1960-02-05,
